,KALCODE,Result,Average_Fuel_Price
394,12010609,"[1, 0, 2]",1.5519352220956721
395,12020101,"[1, 2, 0, 2, 0]",1.6645249537892792
396,12020103,"[0, 2, 1]",1.6204075691411937
397,12020202,"[2, 0, 1, 1]",1.588888319574912
398,12020203,"[0, 1, 2, 2]",1.6224950213371265
399,12020204,"[1, 0, 2, 1]",1.6623856733524356
400,12020301,"[0, 1]",1.6501299672744274
401,12020303,"[0, 2, 0, 1]",1.6723497884344145
402,12020401,"[2, 0, 1, 0, 0]",1.6876555136663525
403,12030101,"[2, 1, 1, 0, 1, 1, 1]",1.6016980986249405
404,12030104,"[1, 1, 0, 1, 2]",1.4470600414078676
405,12030202,"[0, 2, 0, 1]",1.5933129820051413
406,12030206,"[0, 1]",1.6803519756838907
407,12030301,"[2, 1, 0, 2]",1.6412541390728475
408,12030302,"[0, 1, 2, 0, 1]",1.5648422857142859
409,12030303,"[0, 2, 1]",1.6322095020034346
410,12030307,"[0, 1, 0, 2]",1.610112995974698
411,12030308,"[1, 2, 0, 0]",1.5243481995374957
412,12030401,"[1, 2, 1, 1, 1, 0, 1]",1.5076791953414503
413,12030405,"[1, 0, 0, 0, 2]",1.5862528522532802
414,12030407,"[2, 1, 0]",1.5797553495007135
415,12040101,"[2, 0, 0, 1]",1.5832147663728557
416,12040103,"[2, 0, 1]",1.715704545454546
417,12040106,"[0, 1, 2]",1.5725596866096865
418,12040107,"[0, 2, 1]",1.5705016439415918
419,12040108,"[0, 0, 2, 2, 1]",1.6615025343953655
420,12040201,"[1, 2, 0, 0]",1.5667798365640442
421,12040202,"[0, 2, 1, 0, 0]",1.676287356321839
422,12040207,"[0, 1, 1, 2, 2, 1]",1.6699375729288213
423,12040208,"[1, 0, 2, 1]",1.923578236130868
424,12050101,"[2, 0, 0, 0, 0, 0, 1, 0]",1.6035230072978863
425,12050102,"[1, 0, 0, 0, 0, 2]",1.5692076206765488
426,12050103,"[2, 1, 0, 0, 0]",1.6199264663805437
427,12050104,"[1, 2, 2, 0, 2, 2]",1.6546447305674774
428,12050105,"[2, 2, 1, 0, 2, 2]",1.6163710458820175
429,12050107,"[0, 2, 0, 0, 1, 0, 0]",1.624065676756139
430,12050108,"[0, 0, 1, 2]",1.6011388888888891
431,12050109,"[1, 0, 0, 2]",1.5725564377682404
432,12050201,"[0, 2, 1, 0, 0, 0, 0]",1.4943464337700145
433,12050203,"[0, 0, 1, 0, 2]",1.6152920381186597
434,12050204,"[0, 0, 1, 2, 0, 0]",1.3395925925925931
435,12050205,"[1, 0, 2]",1.932475106685633
436,12050206,"[1, 2, 0, 0, 0]",1.6257367458866547
437,12050301,[0],1.708312326227989
438,12050305,"[0, 1, 2]",1.9602084257206207
439,12050306,"[1, 0, 2, 0]",1.6692876321051127
440,12060101,"[0, 2, 2, 1, 2]",1.5694653636102331
441,12060105,"[1, 2, 1, 2, 1, 0]",1.5737273373117362
442,12060107,"[1, 2, 1, 1, 1, 0]",1.596474876753887
443,12060108,"[2, 1, 1, 1, 0, 1, 1]",1.5347061014036094
444,12060113,"[0, 1, 1, 1, 2]",1.6007099741304973
445,12060201,"[0, 1]",1.5824743578767122
446,12070101,"[0, 2, 1, 0, 2, 0, 0, 0, 0, 0]",1.5959306533257638
447,12070102,"[0, 1, 1, 2, 1, 1]",1.7290353982300886
448,12070103,"[0, 1, 0, 2, 2]",1.5861777713957494
449,12070105,"[1, 0]",1.5795203746068056
450,12070401,"[2, 0, 1]",1.6099244880546075
451,12070403,"[0, 1, 2]",1.920105882352941
452,12070405,"[0, 0, 2, 1, 2]",1.617521034678795
453,12070406,"[2, 2, 0, 2, 1, 1]",2.0081571218795884
454,12070407,"[0, 2, 1, 0, 0]",1.5872556052658642
455,12070501,"[2, 1, 0, 1]",1.6439386617100369
456,12070503,"[2, 0, 1]",1.991175115207373
