,KALCODE,Result,Average_Fuel_Price
1286,41020108,"[2, 1, 0, 1]",1.4171194779116467
1287,41020401,"[0, 2, 0, 1]",1.3747477714556664
1288,41020402,"[2, 0, 1, 0]",1.3464767463933178
1289,41020503,"[1, 0]",1.3652146320593268
1290,41020504,"[0, 1]",1.3313535785571715
1291,41020604,"[1, 2, 1, 0]",1.3572190883190882
1292,41020702,"[0, 1]",1.3758275071633235
1293,41020705,"[1, 2, 0]",1.3720250926717996
1294,41020706,"[1, 1, 1, 2, 0]",1.374431884057971
1295,41020707,"[0, 0, 2, 1, 2]",1.387739909039227
1296,41020801,"[1, 0, 2, 2]",1.4204071387940842
1297,41030101,"[0, 2, 0, 1, 0]",1.330309906959081
1298,41030201,"[1, 2, 0, 0]",1.3709515095414413
1299,41030202,"[1, 0]",1.3674073738289514
1300,41030203,"[0, 0, 0, 2, 1]",1.3185658119658117
1301,41030204,"[1, 0, 2]",1.3659528196736863
1302,41040101,"[0, 0, 0, 1, 2]",1.3640145386523959
1303,41040102,"[0, 2, 1, 1, 1]",1.3844895773843517
1304,41040103,"[0, 1, 2]",1.3118962362533182
1305,41040104,"[1, 0]",1.3649432893367395
1306,41040105,"[2, 2, 1, 0, 1, 2]",1.3745569837189373
1307,41040201,"[1, 1, 2, 1, 0]",1.3990871165303922
1308,41040202,"[2, 0, 1, 1, 1]",1.372266068546473
1309,41040203,"[0, 0, 2, 1]",1.4092782349602726
1310,42010101,"[1, 2, 0, 2, 2]",1.3551611238265282
1311,42010102,"[2, 0, 0, 0, 1, 0, 0]",1.348851541808551
1312,42010103,"[2, 0, 0, 0, 1, 0, 2]",1.3234248327759197
1313,42010104,"[2, 0, 1, 0, 2]",1.3009507405022538
1314,42010105,"[2, 0, 1, 0, 0]",1.3372391200382594
1315,42010202,"[2, 0, 1, 2, 0]",1.3609202651515153
1316,42010204,"[0, 1]",1.2953600132688845
1317,42010301,"[0, 2, 1, 0, 0, 0, 0]",1.666056179775281
1318,42010303,"[2, 1, 0, 0]",1.3493987132179015
1319,42010401,"[0, 1, 2]",1.5292287685774948
1320,42010501,"[1, 2, 0, 1, 1]",1.3078633352815117
1321,42010503,"[0, 0, 0, 0, 0, 1, 2]",1.3727861537005488
1322,42010504,"[1, 0, 2]",1.3683458509399207
1323,42010505,"[0, 2, 1, 0, 0, 0, 2, 0, 0]",1.453653441410694
1324,42020101,"[0, 2, 1, 0, 0]",1.296661597596745
1325,42020103,"[2, 2, 2, 0, 1]",1.3530297449753508
1326,42020105,"[0, 0, 2, 1]",1.2397296461697012
1327,42020201,"[0, 1, 2]",3.2396776909722225
1328,42020203,"[0, 0, 1, 2]",1.3574320725707258
1329,42020207,"[0, 2, 1]",1.3293386499572768
1330,42030101,"[0, 2, 0, 2, 1]",1.3517284255514883
1331,42030102,"[0, 1, 1, 2, 1, 0]",1.3778336490795997
1332,42030103,"[1, 2, 1, 0]",1.2314087061668681
1333,42030201,"[2, 2, 0, 2, 1]",1.327667786916241
1334,42040001,"[1, 0, 2]",1.3372547745166927
1335,42040003,"[1, 1, 0, 1, 2]",1.2341666666666669
1336,42040004,"[0, 0, 1, 2, 0]",1.1378979618163056
1337,42050101,"[0, 1]",1.3586664142131342
1338,42050115,[0],1.334130643474955
1339,42050121,[0],1.5507869142351902
1340,42050122,[0],1.3528428571428575
1341,42050123,"[0, 1]",1.6946371986222732
1342,42050201,"[0, 1]",1.384127133105802
1343,42050205,"[1, 0]",1.3536019263944794
1344,42060101,"[1, 2, 0, 0]",1.329966972142249
1345,42060105,"[1, 0]",1.3714752700397954
1346,42060106,"[1, 0, 2]",1.353516069397042
1347,42060107,"[2, 0, 0, 0, 1]",1.5006157275659266
1348,42060111,"[0, 2, 1, 1]",1.3274138972055889
1349,42060116,"[1, 2, 0, 0]",1.3389441176470587
1350,42060201,"[1, 0]",1.3117975326560232
1351,42060207,"[0, 1]",1.3152820512820511
1352,42060305,[0],1.35504147597254
1353,43010101,"[0, 0, 1, 2, 0]",1.359410762129911
1354,43010102,"[1, 0, 2]",1.3676131366890594
1355,43010103,"[1, 0]",1.4760619333025973
1356,43010201,"[2, 0, 1]",1.2647098445595857
1357,43010207,"[2, 0, 2, 1]",1.352510180671064
1358,43010401,"[0, 2, 1]",1.347195692351436
1359,43010406,"[0, 2, 1]",1.351433555997726
1360,43010505,[0],1.3554970093990315
1361,43010601,"[0, 1]",1.3770069735764676
1362,43010608,"[0, 1]",1.4335397801924648
1363,43010701,"[1, 0, 2]",1.4130429553264603
1364,43010712,"[1, 0, 2]",1.3443019323671497
1365,43020101,"[2, 0, 1, 1]",1.3488187729202854
1366,43020103,"[0, 1]",1.280906056587091
1367,43020111,"[2, 0, 1]",1.7098190921228307
1368,43020118,"[2, 0, 1]",1.1741135869565218
1369,43020203,"[0, 1]",1.2848489096573208
1370,43020301,[0],1.381082195029406
1371,43020303,[0],1.028142857142857
1372,43020314,"[0, 1]",1.8801153846153842
1373,43040101,"[2, 1, 0]",1.3559511130055888
1374,43040102,"[1, 0]",1.4161392374517374
1375,43040105,"[1, 0]",1.1386644486692015
1376,43040201,"[1, 0]",1.534525934702475
1377,43040202,"[2, 1, 1, 0]",1.324837396069539
1378,43040204,"[0, 2, 1, 0]",1.3432071956769056
1379,43040302,"[2, 0, 1]",1.771834788937409
1380,43040304,"[1, 0]",1.4403951528921706
1381,43040401,"[2, 0, 1]",1.3033339971550497
1382,43040403,"[2, 0, 1, 0, 0]",1.370351231222666
1383,43040502,"[2, 0, 0, 0, 1]",1.3692103016505408
1384,43040504,"[2, 1, 0]",1.031222222222222
1385,43050101,"[2, 0, 0, 0, 0, 1]",1.366605375826433
1386,43050106,"[1, 0, 2]",1.3752342933181256
1387,43050201,"[1, 2, 0]",1.3174738869863014
1388,43050202,"[0, 2, 1]",1.3239765706681874
1389,43050501,"[1, 0]",1.3671039949796344
1390,43050503,"[1, 0]",1.3549683580387686
1391,43050504,"[1, 0]",1.397183153306803
1392,44010101,"[2, 2, 0, 1, 2, 0]",1.3418202048647263
1393,44010103,"[1, 0, 2, 1]",1.3224530403380956
1394,44010105,"[0, 2, 1]",1.3396564333081307
1395,44010106,"[1, 0]",1.349944912590249
1396,44010114,"[2, 0, 2, 2, 1]",1.3527503027722583
1397,44010205,"[0, 2, 1]",1.3637059954428936
1398,44010301,"[0, 1]",1.3984183950717466
1399,44010401,"[2, 1, 0]",1.7833414826498424
1400,44010402,"[1, 2, 0]",1.3534073652239937
1401,44010404,"[2, 0, 1]",1.3891662003357583
1402,44020101,[0],1.586401000870322
1403,44020102,"[1, 0]",1.4882881597717545
1404,44020110,"[0, 1]",1.4879297544260421
1405,44020201,"[0, 1]",1.398823350071736
1406,44020202,"[0, 1]",1.375328546307151
1407,44030101,"[0, 1, 0, 2, 0]",1.3539280476329436
1408,44030104,"[1, 0]",1.3333486617312071
1409,44030105,"[0, 2, 0, 1]",1.3420657944634053
1410,44030109,"[2, 0, 1]",1.3326767065413463
1411,44030114,"[0, 1]",1.3464654951622084
1412,44030205,[0],1.399319236016371
1413,44030301,"[0, 2, 1]",1.3483143364546333
1414,44030304,"[0, 1]",2.0595876288659793
1415,44030401,[0],1.3281959305634603
1416,44030406,"[2, 0, 1]",1.321113584474886
1417,44030411,"[0, 1]",1.5223986254295534
1418,44030506,"[1, 0]",1.2246550680786688
1419,44030601,"[0, 1]",1.318135626954791
1420,44030607,"[1, 0]",1.2718022420235702
1421,44030701,"[0, 1]",1.3658439988623439
1422,44030711,"[0, 1]",1.1909891236306729
1423,44040101,"[1, 2, 0, 0, 0]",1.379046359499431
1424,44040105,"[1, 0]",1.3961803255282694
1425,44040111,"[0, 2, 1]",1.2545398773006131
1426,44040201,[0],1.4076164608761472
1427,44040301,"[1, 0, 2]",1.4189061019518667
1428,44040303,"[0, 1]",1.4149129381058911
