,KALCODE,neighbors
2778,24040302,"['24040304', '24010402', '24040302', '24040305', '24010403', '24030204']"
2779,24040303,"['24040304', '24040303', '24040305', '24040301', '24030205']"
2780,24040304,"['24040304', '24040303', '24040302', '24040305', '24040301']"
2781,24040305,"['24040304', '24040303', '24040302', '24040305', '24030205', '24030204']"
2782,24040401,"['24040401', '24040402', '24040501', '24040403', '24040102', '24040101']"
2783,24040402,"['24040401', '24040402', '24040101']"
2784,24040403,"['24040401', '24040403', '24040101']"
2785,24040501,"['24040401', '24040501']"
2786,24050101,"['24050105', '24050103', '24050101', '24050102', '24050204', '22070408', '22070411', '24050104', '22040302']"
2787,24050102,"['24050103', '24010302', '24050101', '24050102', '24050204', '24010802']"
2788,24050103,"['24010701', '24050105', '24050103', '24010302', '24050101', '24050102']"
2789,24050104,"['24050101', '24050204', '22070411', '24050104', '22040302', '22040202']"
2790,24050105,"['24020101', '24010703', '24010701', '24050105', '24050103', '24050101', '22070404', '22070408']"
2791,24050201,"['24050204', '24010802', '22040302', '22040202', '24050201', '22040201', '24050202', '22040204', '22040303', '22020105', '24050301']"
2792,24050202,"['24010802', '24050203', '24050201', '24050202', '24050301']"
2793,24050203,"['24010802', '24010601', '24030101', '24050203', '24030103', '24050202', '24050301']"
2794,24050204,"['24050101', '24050102', '24050204', '24010802', '24050104', '22040302', '24050201']"
2795,24050301,"['24050203', '24030103', '24050201', '24050202', '22020105', '22020404', '24050301']"
2796,25010000,['25010000']
2797,25020000,['25020000']
2798,25030001,"['25030001', '25030003']"
2799,25030002,"['25030002', '25030003']"
2800,25030003,"['25030002', '25030001', '25030003']"
2801,26010101,"['26010501', '26010502', '26010202', '26010201', '26010606', '26030303', '26030306', '26030603', '26010803', '26010101', '26010801', '26010804', '26010704', '26020301', '26010604', '26010603']"
2802,26010201,"['26010203', '26040301', '26010204', '26010202', '26010503', '26010201', '26010101', '26010604']"
2803,26010202,"['23040301', '26010502', '26010202', '26010503', '26010201', '26010101']"
2804,26010203,"['26040305', '26010203', '26040301', '26010503', '26010201']"
2805,26010204,"['26040301', '26010204', '26010201', '26010604', '26010601']"
2806,26010301,"['26010302', '26010403', '26010301', '26010401', '26010303', '26010304', '26010801', '26010802']"
2807,26010302,"['26030601', '26030602', '26010302', '26010403', '26010301', '26010303']"
2808,26010303,"['26030601', '26010302', '26010301', '26030603', '26010303', '26010304']"
2809,26010304,"['26010301', '26030603', '26010303', '26010304', '26010803', '26010801']"
2810,26010401,"['26020503', '26010403', '26010301', '26010405', '26010401', '26010802', '26010402', '26010805']"
2811,26010402,"['26020503', '26010405', '26010401', '26010402']"
2812,26010403,"['26030210', '26020503', '26030604', '26030602', '26010404', '26010302', '26010403', '26010301', '26010405', '26010401', '26010802']"
2813,26010404,"['26030201', '26030210', '26030604', '26030602', '26010404', '26010403']"
2814,26010405,"['26020503', '26010403', '26010405', '26010401', '26010402']"
2815,26010501,"['23040110', '23040109', '26030304', '23040303', '23040304', '26010501', '23040301', '26010502', '26030303', '26010101']"
2816,26010502,"['26010501', '23040301', '26010502', '26010202', '26010503', '26010101']"
2817,26010503,"['23050201', '26040305', '26010203', '23040301', '26010502', '26010202', '26010503', '26010201']"
2818,26010601,"['26040301', '26010204', '26040201', '26010605', '26010606', '26010604', '26010601', '26010603', '26010607']"
2819,26010602,"['26040104', '22030301', '26010605', '26010602', '26020704']"
2820,26010603,"['26010606', '26010101', '26010704', '26010701', '26010601', '26010603', '26010607', '26010703', '26010702']"
2821,26010604,"['26010204', '26010201', '26010606', '26010101', '26010604', '26010601']"
2822,26010605,"['26040204', '26040104', '26040201', '26010605', '26010602', '26020704', '26010601', '26010607']"
2823,26010606,"['26010606', '26010101', '26010604', '26010601', '26010603']"
2824,26010607,"['26010605', '26020704', '26010601', '26010603', '26010607', '26010702', '26020702']"
2825,26010701,"['26010704', '26020301', '26010701', '26020302', '26010705', '26020102', '26010603', '26010703', '26010702']"
2826,26010702,"['26010701', '26020102', '26010603', '26010607', '26010703', '26010702', '26020702']"
2827,26010703,"['26010701', '26010603', '26010703', '26010702']"
2828,26010704,"['26010101', '26010804', '26010704', '26020301', '26010701', '26010603']"
2829,26010705,"['26010701', '26020302', '26010705', '26020102', '26020703', '26020701']"
2830,26010801,"['26010301', '26010304', '26010803', '26010101', '26010801', '26010802', '26020301']"
2831,26010802,"['26010403', '26010301', '26010401', '26010801', '26010802', '26020301', '26010805']"
2832,26010803,"['26030603', '26010304', '26010803', '26010101', '26010801']"
2833,26010804,"['26010101', '26010804', '26010704', '26020301']"
2834,26010805,"['26020503', '26010401', '26010802', '26020301', '26010805', '26020303', '26020101']"
2835,26020101,"['26020503', '26020302', '26020102', '26010805', '26020303', '26020109', '26020101', '26020104', '26020106', '26020105']"
2836,26020102,"['26010701', '26020302', '26010705', '26020102', '26020703', '26020103', '26020101', '26020105', '26010702', '26020702', '26020701']"
2837,26020103,"['26020102', '26020703', '26020103', '26020706', '26020105', '26020808', '26020801']"
2838,26020104,"['26020101', '26020104', '26020106', '26020105']"
2839,26020105,"['26020102', '26020703', '26020103', '26020101', '26020104', '26020106', '26020105', '26020808', '26020805', '26020107']"
2840,26020106,"['26020503', '26020504', '26020101', '26020104', '26020106', '26020105', '26020501', '26020107']"
2841,26020107,"['26020106', '26020105', '26020805', '26020501', '26020402', '26020401', '26020107', '26020108', '26020806']"
2842,26020108,"['26020404', '26020401', '26020107', '26020108', '26020605', '26020806']"
2843,26020109,"['26020301', '26020302', '26020303', '26020109', '26020101']"
2844,26020201,"['26020206', '26020205', '26020204', '26020201', '26020207']"
2845,26020202,"['18020501', '26030205', '26020202', '26020206', '26020204', '18020301']"
2846,26020203,"['26020203', '26020208', '26020204', '26020207', '18070102', '18020301']"
2847,26020204,"['26020202', '26020203', '26020206', '26020204', '26020201', '26020207', '18020301']"
2848,26020205,"['26030206', '26030211', '26020505', '26020206', '26020205', '26020201', '26020207', '26020501', '26020402']"
2849,26020206,"['26030205', '26030206', '26030202', '26020202', '26020206', '26020205', '26020204', '26020201']"
2850,26020207,"['26020203', '26020205', '26020204', '26020201', '26020207', '26020404', '26020603', '18070102', '26020402', '26020401']"
2851,26020208,"['18020601', '26020203', '26020208', '18070203', '18070103', '18070102', '18020301']"
2852,26020301,"['26010101', '26010801', '26010802', '26010804', '26010704', '26020301', '26010701', '26020302', '26010805', '26020303', '26020109']"
2853,26020302,"['26020301', '26010701', '26020302', '26010705', '26020102', '26020109', '26020101']"
2854,26020303,"['26020301', '26010805', '26020303', '26020109', '26020101']"
2855,26020401,"['26020207', '26020404', '26020405', '26020402', '26020401', '26020107', '26020108']"
2856,26020402,"['26020205', '26020207', '26020501', '26020402', '26020401', '26020107']"
2857,26020403,"['26020404', '26020403', '26020405', '26020603', '26020601']"
2858,26020404,"['26020207', '26020404', '26020403', '26020405', '26020603', '26020401', '26020108', '26020605']"
2859,26020405,"['26020404', '26020403', '26020405', '26020604', '26020401', '26020605', '26020601']"
2860,26020501,"['26020502', '26020505', '26020504', '26020205', '26020106', '26020501', '26020402', '26020107']"
2861,26020502,"['26030211', '26030210', '26020506', '26020502', '26020505', '26020504', '26020501']"
2862,26020503,"['26030210', '26020506', '26020503', '26020504', '26010403', '26010405', '26010401', '26010402', '26010805', '26020101', '26020106']"
2863,26020504,"['26020506', '26020502', '26020503', '26020504', '26020106', '26020501']"
2864,26020505,"['26030211', '26020502', '26020505', '26020205', '26020501']"
2865,26020506,"['26030210', '26020506', '26020502', '26020503', '26020504']"
2866,26020601,"['26020403', '26020405', '26020603', '26020604', '26020602', '26020601', '18070301', '15010502', '15010503']"
2867,26020602,"['26020604', '26020806', '26020602', '26020601', '15010502']"
2868,26020603,"['26020207', '26020404', '26020403', '26020603', '18070102', '18070101', '26020601', '18070301']"
2869,26020604,"['26020405', '26020604', '26020605', '26020806', '26020602', '26020601']"
2870,26020605,"['26020404', '26020405', '26020604', '26020108', '26020605', '26020806']"
2871,26020701,"['26020705', '26010705', '26020102', '26020703', '26020706', '26020702', '26020701', '26020707']"
2872,26020702,"['26020704', '26020705', '26020102', '26010607', '26010702', '26020702', '26020701']"
2873,26020703,"['26010705', '26020102', '26020703', '26020103', '26020706', '26020105', '26020701']"
2874,26020704,"['22030301', '26010605', '26010602', '26020704', '26020705', '26010607', '26020702']"
2875,26020705,"['22030301', '26020704', '26020705', '22030708', '22030201', '26020702', '26020701', '26020707', '15020102', '15020101']"
2876,26020706,"['26020703', '26020103', '26020706', '26020701', '26020707', '26020801']"
2877,26020707,"['26020705', '26020706', '26020701', '26020707', '26020801', '15020101']"
2878,26020801,"['26020103', '26020706', '26020808', '26020707', '26020801', '15020101', '26020804', '15020203']"
2879,26020802,"['26020805', '26020804', '26020802', '15020203', '26020807', '26020803', '15010102']"
2880,26020803,"['26020802', '26020806', '26020807', '26020803', '15010502', '15010102']"
2881,26020804,"['26020808', '26020805', '26020801', '26020804', '26020802', '15020203']"
2882,26020805,"['26020105', '26020808', '26020805', '26020804', '26020802', '26020107', '26020806', '26020807']"
2883,26020806,"['26020604', '26020805', '26020107', '26020108', '26020605', '26020806', '26020807', '26020803', '26020602', '15010502']"
2884,26020807,"['26020805', '26020802', '26020806', '26020807', '26020803']"
2885,26020808,"['26020103', '26020105', '26020808', '26020805', '26020801', '26020804']"
2886,26030101,"['23040114', '26030101', '26030104', '26030305', '26030102', '23040101', '26030605']"
2887,26030102,"['26030101', '26030305', '26030102', '26030605', '26030601', '26030301']"
2888,26030103,"['26030104', '26030106', '26030701', '26030103', '26030208', '26030201']"
2889,26030104,"['26030107', '23040114', '26030101', '26030104', '26030701', '26030103', '26030201', '26030605']"
2890,26030105,"['23020104', '23020102', '23020101', '23040104', '26030107', '26030105', '26030702', '26030106', '26030708', '26030701']"
2891,26030106,"['26030107', '26030105', '26030106', '26030701', '26030103']"
2892,26030107,"['23020102', '23040104', '26030107', '23040114', '26030104', '26030105', '26030106', '26030701']"
2893,26030201,"['26030104', '26030701', '26030103', '26030208', '26030201', '26030204', '26030210', '26030605', '26030604', '26010404']"
2894,26030202,"['26030207', '26030205', '26030206', '26030202', '26020206']"
2895,26030203,"['18020101', '18020501', '19030401', '26030501', '26030504', '26030203', '26030205']"
2896,26030204,"['26030701', '26030201', '26030204', '26030209', '26030210']"
2897,26030205,"['18020501', '26030504', '26030502', '26030203', '26030207', '26030205', '26030202', '26020202', '26020206']"
2898,26030206,"['26030705', '26030704', '26030707', '26030502', '26030207', '26030206', '26030202', '26030211', '26020206', '26020205']"
2899,26030207,"['26030502', '26030207', '26030205', '26030206', '26030202']"
2900,26030208,"['26030701', '26030103', '26030208', '26030201']"
2901,26030209,"['26030708', '26030701', '26030204', '26030209', '26030211', '26030210']"
2902,26030210,"['26030201', '26030204', '26030209', '26030211', '26030210', '26020506', '26020502', '26020503', '26010404', '26010403']"
2903,26030211,"['26030708', '26030704', '26030707', '26030206', '26030209', '26030211', '26030210', '26020502', '26020505', '26020205']"
2904,26030301,"['26030305', '26030102', '26030302', '26030304', '26030601', '26030301', '26030306', '26030603']"
2905,26030302,"['26030305', '23040101', '23040105', '23040109', '26030302', '26030304', '26030301']"
2906,26030303,"['26030304', '26010501', '26030303', '26030306', '26010101']"
2907,26030304,"['23040109', '26030302', '26030304', '26010501', '26030301', '26030303', '26030306']"
2908,26030305,"['26030101', '26030305', '26030102', '23040101', '26030302', '26030301']"
2909,26030306,"['26030304', '26030301', '26030303', '26030306', '26030603', '26010101']"
2910,26030401,"['19030110', '19030112', '26030401', '26030709', '19030107', '26030503', '26030706', '26030705', '19030301']"
2911,26030501,"['26030503', '19030301', '19030401', '26030501', '26030504', '26030203']"
2912,26030502,"['26030705', '26030504', '26030502', '26030207', '26030205', '26030206']"
2913,26030503,"['26030401', '26030503', '26030705', '19030301', '26030501', '26030504']"
2914,26030504,"['26030503', '26030705', '26030501', '26030504', '26030502', '26030203', '26030205']"
2915,26030601,"['26030102', '26030605', '26030604', '26030601', '26030602', '26010302', '26030301', '26030603', '26010303']"
2916,26030602,"['26030604', '26030601', '26030602', '26010404', '26010302', '26010403']"
2917,26030603,"['26030601', '26030301', '26030306', '26030603', '26010303', '26010304', '26010803', '26010101']"
2918,26030604,"['26030201', '26030605', '26030604', '26030601', '26030602', '26010404', '26010403']"
2919,26030605,"['26030101', '26030104', '26030102', '26030201', '26030605', '26030604', '26030601']"
2920,26030701,"['26030107', '26030104', '26030105', '26030106', '26030708', '26030701', '26030103', '26030208', '26030201', '26030204', '26030209']"
2921,26030702,"['23020101', '26030703', '26030706', '23020103', '26030105', '26030702', '26030708', '26030704']"
2922,26030703,"['23020101', '26030709', '26030703', '26030706', '23020103', '26030702']"
2923,26030704,"['26030706', '26030702', '26030708', '26030704', '26030707', '26030206', '26030211']"
2924,26030705,"['26030401', '26030503', '26030706', '26030705', '26030707', '26030504', '26030502', '26030206']"
2925,26030706,"['26030401', '26030709', '26030703', '26030706', '26030705', '26030702', '26030704', '26030707']"
2926,26030707,"['26030706', '26030705', '26030704', '26030707', '26030206', '26030211']"
2927,26030708,"['26030105', '26030702', '26030708', '26030701', '26030704', '26030209', '26030211']"
2928,26030709,"['19030110', '26030401', '26030709', '26030703', '26030706', '23020103']"
2929,26040101,"['23050108', '23050204', '26040203', '26040106', '26040105', '26040101', '26040107', '26040103']"
2930,26040102,"['26040204', '26040103', '26040102', '26040104']"
2931,26040103,"['26040203', '26040105', '26040101', '26040107', '26040204', '26040103', '26040102', '26040104', '22030705']"
2932,26040104,"['26040204', '26040103', '26040102', '26040104', '22030701', '22030301', '26010605', '26010602', '22030705']"
2933,26040105,"['23050305', '23050102', '23050103', '26040106', '26040108', '26040105', '26040101', '26040103', '22030705', '22060103']"
2934,26040106,"['23050108', '23050103', '26040106', '26040105', '26040101']"
2935,26040107,"['26040101', '26040107', '26040103']"
2936,26040108,"['23050305', '22010305', '26040108', '26040105', '22010307', '22010304', '22060103']"
2937,26040201,"['26040202', '26040203', '26040205', '26040204', '26040303', '26040301', '26040201', '26010605', '26010601']"
2938,26040202,"['23050204', '26040202', '26040203', '26040205', '26040303', '26040201']"
2939,26040203,"['23050108', '23050204', '26040202', '26040203', '26040101', '26040204', '26040103', '26040201']"
2940,26040204,"['26040203', '26040204', '26040103', '26040102', '26040104', '26040201', '26010605']"
2941,26040205,"['26040202', '26040205', '26040303', '26040201']"
2942,26040301,"['26040305', '26010203', '26040303', '26040301', '26010204', '26040201', '26010201', '26010601']"
2943,26040302,"['23050205', '26040304', '26040302', '26040305', '26040303']"
2944,26040303,"['23050205', '26040302', '23050204', '26040202', '26040205', '26040305', '26040303', '26040301', '26040201']"
2945,26040304,"['23050201', '23050205', '26040304', '26040302', '26040305']"
2946,26040305,"['23050201', '26040304', '26040302', '26040305', '26010203', '26040303', '26040301', '26010503']"
2947,27010101,"['27010108', '27010112', '27010109', '27010113', '27010107', '27010111', '27010101', '27010104', '27010106', '27010102']"
2948,27010102,"['27010111', '27010110', '27010101', '27010104', '27070104', '27010102', '27070105', '27030111']"
2949,27010103,"['27010204', '27010105', '27060302', '27010103', '27010201', '27010107', '27010111', '27070104']"
2950,27010104,"['27010109', '27010101', '27010104', '27010106', '27010102', '27030111', '27030107', '27030109']"
2951,27010105,"['27020202', '27020205', '27010211', '27010207', '27010204', '27060308', '27010105', '27060305', '27060302', '27010103']"
2952,27010106,"['27010109', '27010101', '27010104', '27030112', '27010305', '27010106', '27030302', '27030306', '27030110', '27030107']"
2953,27010107,"['27010103', '27010201', '27010113', '27010107', '27010111', '27010101']"
2954,27010108,"['27010206', '27010108', '27010506', '27010112', '27010113', '27010101']"
2955,27010109,"['27010112', '27010302', '27010301', '27010109', '27010101', '27010104', '27010305', '27010106']"
2956,27010110,"['27010111', '27010110', '27070104', '27010102']"
2957,27010111,"['27010103', '27010201', '27010107', '27010111', '27010110', '27010101', '27070104', '27010102']"
2958,27010112,"['27010108', '27010506', '27010510', '27010112', '27010302', '27010109', '27010101']"
2959,27010113,"['27010206', '27010108', '27010203', '27010201', '27010113', '27010107', '27010101']"
2960,27010201,"['27010204', '27010208', '27010202', '27010103', '27010210', '27010203', '27010201', '27010113', '27010107', '27010111']"
2961,27010202,"['27010206', '27010205', '27010208', '27010202', '27010210', '27010203', '27010201']"
2962,27010203,"['27010206', '27010202', '27010210', '27010203', '27010201', '27010113']"
2963,27010204,"['27010207', '27010204', '27010208', '27010105', '27010103', '27010201']"
2964,27010205,"['27010401', '27010206', '27010207', '27010209', '27010205', '27010208', '27010202']"
2965,27010206,"['27010401', '27010206', '27010501', '27010209', '27010205', '27010202', '31010703', '27010108', '27010506', '27010203', '27010113']"
2966,27010207,"['27010401', '27010211', '27010207', '27010204', '27010205', '27010208', '27010105']"
2967,27010208,"['27010207', '27010204', '27010205', '27010208', '27010202', '27010201']"
2968,27010209,"['27010401', '27010206', '27010209', '27010205']"
2969,27010210,"['27010202', '27010210', '27010203', '27010201']"
2970,27010211,"['31010308', '27010401', '27020205', '31010302', '27020203', '27010211', '27010207', '27010105']"
2971,27010301,"['27010515', '27010510', '27010502', '27010508', '27010302', '27010301', '27010109', '27010303', '27010305']"
2972,27010302,"['27010510', '27010112', '27010302', '27010301', '27010109']"
2973,27010303,"['27010515', '27050306', '27050305', '27050313', '27010508', '27010301', '27010303', '27010305', '27010304']"
2974,27010304,"['27050313', '27030303', '27010303', '27010305', '27010304', '27030304', '27030306']"
2975,27010305,"['27010301', '27010109', '27010303', '27010305', '27010304', '27010106', '27030306']"
2976,27010401,"['31010304', '31010705', '31010308', '31010706', '27010401', '27010206', '27010211', '27010207', '27010209', '27010205', '31010703']"
2977,27010501,"['27010206', '27010501', '31010703', '27010512', '27010505', '27010509', '27010516', '27010503', '27010507', '27010506', '27010510', '27010502', '27010508']"
2978,27010502,"['27010501', '27010510', '27010502', '27010508', '27010301']"
2979,27010503,"['27010501', '27010516', '27010503', '27010507', '27010515']"
2980,27010504,"['31010702', '27010504', '31010703', '27050103', '27010512', '27010514']"
2981,27010505,"['27010501', '27010512', '27010505', '27010511', '27010509']"
2982,27010506,"['27010206', '27010501', '27010108', '27010506', '27010510', '27010112']"
2983,27010507,"['27010501', '27010503', '27010507', '27010515', '27010508']"
2984,27010508,"['27010501', '27010507', '27010515', '27010502', '27010508', '27010301', '27010303']"
2985,27010509,"['27010501', '27010505', '27010511', '27010509', '27010516']"
2986,27010510,"['27010501', '27010506', '27010510', '27010502', '27010112', '27010302', '27010301']"
2987,27010511,"['27010512', '27010514', '27010513', '27010505', '27010511', '27010509', '27010516', '27050102', '27010515']"
2988,27010512,"['27010501', '27010504', '31010703', '27010512', '27010514', '27010505', '27010511']"
2989,27010513,"['27050103', '27010514', '27050113', '27010513', '27010511', '27050102']"
2990,27010514,"['27010504', '27050103', '27010512', '27010514', '27010513', '27010511']"
2991,27010515,"['27010511', '27010516', '27050102', '27010503', '27010507', '27010515', '27050114', '27050306', '27010508', '27010301', '27010303']"
2992,27010516,"['27010501', '27010511', '27010509', '27010516', '27010503', '27010515']"
2993,27020101,"['27020102', '27020105', '27020201', '27020104', '27020103', '27020303', '27020101', '27020301', '27020304']"
2994,27020102,"['28010201', '27020102', '27020105', '28010203', '27020103', '27020101']"
2995,27020103,"['27020102', '28010203', '27020103', '27020303', '27020101']"
2996,27020104,"['27020201', '27020104', '27020204', '27020101', '27020304', '27060103']"
2997,27020105,"['28010201', '27020102', '28030301', '27020105', '27020201', '27020101']"
2998,27020201,"['28030301', '27020105', '31010801', '27020201', '27020104', '27020204', '27020206', '27020202', '31010803', '31010306', '27020101', '27020205']"
2999,27020202,"['27020201', '27020206', '27020202', '27020205', '27060308', '27010105']"
3000,27020203,"['31010305', '27020205', '31010302', '27020203', '27010211']"
3001,27020204,"['27020201', '27020104', '27020204', '27020206', '27060306', '27060308', '27060103']"
3002,27020205,"['27020201', '27020202', '31010306', '31010305', '27020205', '27020203', '27010211', '27010105']"
3003,27020206,"['27020201', '27020204', '27020206', '27020202', '27060308']"
3004,27020301,"['27020303', '27020101', '27020305', '27020301', '27020304', '27020302', '27060103']"
3005,27020302,"['27020305', '27020301', '27040103', '27040101', '27040203', '27020302', '27060202', '27060103', '27060101']"
3006,27020303,"['28010203', '28010508', '27020103', '27020303', '27020101', '27020305', '27020301']"
3007,27020304,"['27020104', '27020101', '27020301', '27020304', '27060103']"
3008,27020305,"['28010504', '28010508', '27020303', '27020305', '27020301', '27040102', '27040103', '27020302']"
3009,27030101,"['27030104', '27030207', '27030115', '27030110', '27030301', '27030106', '27030101', '27030103']"
3010,27030102,"['27030104', '22070305', '27030108', '27030103', '27030102', '27030113', '22070304']"
3011,27030103,"['27030104', '27030106', '27030101', '27030114', '27030108', '27030103', '27030102']"
3012,27030104,"['27030104', '27030115', '27030101', '27030103', '27030102', '27030113']"
3013,27030105,"['27030112', '27030110', '27030106', '27030107', '27030109', '27030105', '27030116', '27030114', '27030108']"
3014,27030106,"['27030110', '27030106', '27030101', '27030105', '27030114', '27030103']"
3015,27030107,"['27010104', '27030112', '27010106', '27030107', '27030109', '27030105']"
3016,27030108,"['22070305', '27030105', '27030116', '27030114', '27030108', '27030103', '27030102']"
3017,27030109,"['27010104', '27030111', '27030107', '27030109', '27030105', '27030116']"
3018,27030110,"['27030112', '27010106', '27030302', '27030110', '27030301', '27030106', '27030101', '27030105']"
3019,27030111,"['27010104', '27010102', '27070105', '27070106', '27030111', '24020201', '27030109', '27030116']"
3020,27030112,"['27030112', '27010106', '27030110', '27030107', '27030105']"
3021,27030113,"['27030104', '27030115', '27030202', '27030203', '27030201', '22070103', '27030102', '27030113', '22070304', '22070102', '22070101']"
3022,27030114,"['27030106', '27030105', '27030114', '27030108', '27030103']"
3023,27030115,"['27030104', '27030207', '27030115', '27030202', '27030208', '27030203', '27030101', '27030113']"
3024,27030116,"['27030111', '24020201', '22070305', '27030109', '27030105', '27030116', '27030108']"
3025,27030201,"['23060505', '27030208', '27030203', '27030201', '22070103', '22070202', '27030113', '22070101', '22070207']"
3026,27030202,"['27030115', '27030202', '27030208', '27030203', '27030113']"
3027,27030203,"['27030115', '27030202', '27030208', '27030203', '27030201', '27030113']"
3028,27030204,"['27030206', '27030204', '27030207', '27030208', '27030301']"
3029,27030205,"['23060506', '27030206', '27030205', '23060503']"
3030,27030206,"['27030305', '27030307', '23060506', '27030206', '27030205', '23060503', '23060501', '27030204', '27030208', '27030301']"
3031,27030207,"['27030204', '27030207', '27030115', '27030208', '27030301', '27030101']"
3032,27030208,"['27030206', '23060501', '23060505', '27030204', '27030207', '27030115', '27030202', '27030208', '27030203', '27030201']"
3033,27030301,"['27030303', '27030307', '27030206', '27030204', '27030207', '27030302', '27030306', '27030110', '27030301', '27030101']"
3034,27030302,"['27010106', '27030302', '27030306', '27030110', '27030301']"
3035,27030303,"['27050313', '27030303', '27030308', '27030307', '27010304', '27030304', '27030306', '27030301']"
3036,27030304,"['27030303', '27010304', '27030304', '27030306']"
3037,27030305,"['27050303', '27050309', '27050310', '27030308', '27030305', '27030307', '23060506', '27030206']"
3038,27030306,"['27030303', '27010305', '27010304', '27010106', '27030302', '27030304', '27030306', '27030301']"
3039,27030307,"['27030303', '27030308', '27030305', '27030307', '27030206', '27030301']"
3040,27030308,"['27050302', '27050313', '27050303', '27030303', '27030308', '27030305', '27030307']"
3041,27040101,"['28050106', '27040105', '27040102', '27040107', '27040104', '27040103', '27040101', '27040106', '27040201', '27040203', '27020302']"
3042,27040102,"['28010504', '28010508', '27020305', '28050108', '28050104', '27040105', '27040102', '27040103', '27040101']"
3043,27040103,"['27020305', '27040102', '27040103', '27040101', '27020302']"
3044,27040104,"['27040107', '27040104', '27040101']"
3045,27040105,"['28050108', '28050107', '28050106', '27040105', '27040102', '27040101']"
3046,27040106,"['27040101', '27040106', '27040201', '27040203']"
3047,27040107,"['27040401', '27040302', '27040301', '28050107', '28050106', '27040107', '27040104', '27040101']"
3048,27040201,"['27040101', '27040106', '27040201', '27040203', '27040202']"
3049,27040202,"['27040201', '27040203', '27040202', '27060201']"
3050,27040203,"['27040101', '27040106', '27040201', '27040203', '27040202', '27020302', '27060202', '27060201']"
3051,27040301,"['27040401', '27040402', '27040302', '27040301', '27040107']"
3052,27040302,"['27040401', '27040302', '27040301', '28050107', '27040107']"
3053,27040401,"['28050203', '27040401', '27040402', '27040302', '27040301', '28050202', '28050107', '27040107']"
3054,27040402,"['27040401', '27040402', '27040301']"
3055,27050101,"['27050109', '27050301', '27050106', '27050101', '27050114', '27050308']"
3056,27050102,"['27050113', '27050118', '27010513', '27010511', '27050102', '27050106', '27010515', '27050114', '27050306']"
3057,27050103,"['31020203', '27050110', '31010702', '27010504', '27050103', '27010514', '27050113', '27010513']"
3058,27050104,"['31020203', '27050110', '27050104', '27050113', '27050111', '27050115', '27050118']"
3059,27050105,"['30010202', '27050120', '27050117', '27050105', '27050108', '27050112', '27050111', '27050107', '27050122']"
3060,27050106,"['27050118', '27050116', '27050109', '27050102', '27050106', '27050101', '27050114']"
3061,27050107,"['27050105', '27050111', '27050115', '27050118', '27050107', '27050116', '27050122']"
3062,27050108,"['27050117', '27050121', '27050105', '27050108', '27050401', '27050119', '27050112']"
3063,27050109,"['27050116', '27050109', '27050301', '27050106', '27050101']"
3064,27050110,"['31020203', '27050110', '27050104', '31010702', '27050103', '27050113']"
3065,27050111,"['31020203', '38060305', '27050104', '27050120', '27050105', '27050111', '27050115', '27050118', '27050107']"
3066,27050112,"['27050105', '27050108', '27050401', '27050119', '27050112', '27050122', '27050212', '27050205', '27050201']"
3067,27050113,"['27050110', '27050104', '27050103', '27050113', '27050118', '27010513', '27050102']"
3068,27050114,"['27050301', '27050102', '27050106', '27050101', '27010515', '27050114', '27050306', '27050308', '27050305', '27050302']"
3069,27050115,"['27050104', '27050111', '27050115', '27050118', '27050107']"
3070,27050116,"['27050118', '27050107', '27050116', '27050122', '27050109', '27050301', '27050202', '27050106', '27050314']"
3071,27050117,"['30010201', '30010202', '27050117', '27050121', '27050105', '27050108']"
3072,27050118,"['27050104', '27050113', '27050111', '27050115', '27050118', '27050107', '27050116', '27050102', '27050106']"
3073,27050119,"['27050108', '27050401', '27050119', '27050112']"
3074,27050120,"['38060316', '38060318', '31020203', '38060305', '30010202', '27050120', '27050105', '27050111']"
3075,27050121,"['30010201', '27050117', '27050121', '27050108', '27050401']"
3076,27050122,"['27050105', '27050112', '27050107', '27050116', '27050122', '27050202', '27050212']"
3077,27050201,"['27050112', '27050212', '27050307', '27050312', '27050205', '27050206', '27050201', '27050209', '27050203']"
3078,27050202,"['27050116', '27050122', '27050202', '27050212', '27050314', '27050307']"
3079,27050203,"['27050312', '23060401', '27050201', '27050209', '27050203', '27050210']"
3080,27050204,"['30010101', '27050204', '27050208', '27050206']"
3081,27050205,"['27050401', '27050112', '27050207', '30010104', '27050205', '27050206', '27050201']"
3082,27050206,"['30010104', '30010101', '27050204', '27050208', '27050205', '27050206', '27050201', '27050209']"
3083,27050207,"['27050401', '27050207', '30010104', '27050205']"
3084,27050208,"['30010101', '27050204', '27050208', '30010301', '30010302', '27050206', '27050209']"
3085,27050209,"['27050208', '30010302', '27050206', '27050201', '27050209', '27050203', '27050210', '27050211', '30010601']"
3086,27050210,"['23060401', '27050209', '27050203', '27050210', '27050211', '30010601']"
3087,27050211,"['23060401', '27050209', '27050210', '27050211', '30010601']"
3088,27050212,"['27050112', '27050122', '27050202', '27050212', '27050307', '27050201']"
3089,27050301,"['27050116', '27050109', '27050301', '27050101', '27050114', '27050308', '27050311', '27050314']"
3090,27050302,"['27050114', '27050308', '27050305', '27050311', '27050302', '27050313', '27050303', '27050304', '27030308']"
3091,27050303,"['27050302', '27050303', '27050304', '27050309', '27030308', '27030305']"
